value,ET_daily,DOY,Month,year_id,month_id
7.067804301922658,7.067804301922658,152,2019-06-01,2019,6
7.122579338122856,7.122579338122856,153,2019-06-01,2019,6
4.703615439663482,4.703615439663482,154,2019-06-01,2019,6
6.50872302395195,6.50872302395195,155,2019-06-01,2019,6
8.774155518025866,8.774155518025866,156,2019-06-01,2019,6
7.201893361073852,7.201893361073852,157,2019-06-01,2019,6
9.057557608948299,9.057557608948299,158,2019-06-01,2019,6
9.025098759082063,9.025098759082063,159,2019-06-01,2019,6
6.877385200950212,6.877385200950212,160,2019-06-01,2019,6
8.636297597871264,8.636297597871264,161,2019-06-01,2019,6
5.554754010326689,5.554754010326689,162,2019-06-01,2019,6
7.127788752637229,7.127788752637229,163,2019-06-01,2019,6
7.436966960608452,7.436966960608452,164,2019-06-01,2019,6
5.860101384255994,5.860101384255994,165,2019-06-01,2019,6
6.9747788626808855,6.9747788626808855,166,2019-06-01,2019,6
6.419523141344861,6.419523141344861,167,2019-06-01,2019,6
5.9806623258979075,5.9806623258979075,168,2019-06-01,2019,6
3.3630062133531977,3.3630062133531977,169,2019-06-01,2019,6
4.756174578201083,4.756174578201083,170,2019-06-01,2019,6
5.369322579389177,5.369322579389177,171,2019-06-01,2019,6
3.133838759710813,3.133838759710813,172,2019-06-01,2019,6
4.1127844217292004,4.1127844217292004,173,2019-06-01,2019,6
4.920825372546506,4.920825372546506,174,2019-06-01,2019,6
6.260994501808019,6.260994501808019,175,2019-06-01,2019,6
8.163294594180941,8.163294594180941,176,2019-06-01,2019,6
5.743428166575568,5.743428166575568,177,2019-06-01,2019,6
10.605630881981742,10.605630881981742,182,2019-07-01,2019,7
6.319148188938667,6.319148188938667,183,2019-07-01,2019,7
5.832368768635082,5.832368768635082,184,2019-07-01,2019,7
7.44334402457037,7.44334402457037,185,2019-07-01,2019,7
7.01492078594165,7.01492078594165,186,2019-07-01,2019,7
6.219684530124102,6.219684530124102,187,2019-07-01,2019,7
7.396911348117371,7.396911348117371,188,2019-07-01,2019,7
7.319078072811354,7.319078072811354,189,2019-07-01,2019,7
7.061967450234969,7.061967450234969,190,2019-07-01,2019,7
7.2102088141929706,7.2102088141929706,191,2019-07-01,2019,7
7.0892149303752285,7.0892149303752285,192,2019-07-01,2019,7
7.840609461128443,7.840609461128443,193,2019-07-01,2019,7
5.14858210667784,5.14858210667784,194,2019-07-01,2019,7
